Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1875,13479,12/4/2009,High,13,2206.991,0.04,Regular Air,-1.63,205.99,5.26,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Telephones and Communication,i470,Small Box,0.56,12/5/2009
1903,13633,4/3/2012,Not Specified,18,2703.37,0.09,Delivery Truck,-231.6,150.98,57.2,Alan Hwang,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,DMI Arturo Collection Mission-style Design Wood Chair,Jumbo Drum,0.59,4/4/2012
1904,13633,4/3/2012,Not Specified,39,1538.17,0.02,Regular Air,-1119.64,38.94,35.0,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Eldon Base for stackable storage shelf, platinum",Large Box,0.8,4/4/2012
1976,14115,8/14/2009,Not Specified,24,158.78,0.04,Regular Air,-38.38,6.28,5.41,Jim Mitchum,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Eldon® 200 Class Desk Accessories,Small Box,0.53,8/16/2009
1985,14147,3/7/2010,Not Specified,16,74.13,0.08,Regular Air,-69.34,4.28,6.72,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4,3/8/2010
1986,14147,3/7/2010,Not Specified,45,195.03,0.09,Regular Air,-148.87,4.28,5.74,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1953,Small Box,0.4,3/9/2010
2046,14596,1/10/2009,Critical,19,63.14,0.06,Regular Air,-53.75,3.28,3.97,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,1/11/2009
2055,14693,1/9/2011,Critical,39,268.94,0.02,Regular Air,-87.52,6.48,6.41,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 221,Small Box,0.37,1/11/2011
2056,14693,1/9/2011,Critical,38,847.82,0.05,Delivery Truck,-1348.5,20.98,45.0,Darren Powers,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,1/11/2011
2057,14695,9/5/2012,High,40,1992.45,0.05,Delivery Truck,-1609.92,48.58,54.11,Anthony Witt,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.69,9/6/2012
2101,15014,2/10/2010,Medium,10,633.13,0.05,Delivery Truck,-203.9,58.14,36.61,Ted Trevino,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2/13/2010
2213,15972,8/9/2011,Not Specified,3,10.33,0.04,Regular Air,-3.86,2.98,1.58,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag,0.39,8/9/2011
2214,15972,8/9/2011,Not Specified,2,14.39,0.07,Regular Air,-10.24,5.81,3.37,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,8/10/2011
2236,16160,7/23/2011,Critical,50,514.86,0.09,Regular Air,-53.18,10.89,4.5,Larry Hughes,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,7/24/2011
2268,16291,4/8/2011,Not Specified,31,894.64,0.01,Regular Air,-27.79,27.42,19.46,Gary Hansen,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,4/9/2011
2292,16519,6/10/2011,Medium,39,158.97,0.08,Regular Air,-30.27,4.18,2.99,Alan Hwang,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Small Box,0.37,6/12/2011
2298,16548,2/5/2012,Not Specified,22,75.19,0.06,Regular Air,-59.12,3.28,3.97,Darren Budd,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Tensor Computer Mounted Lamp,Large Box,0.58,2/7/2012
2306,16613,12/24/2010,High,28,51.14,0.08,Regular Air,-81.96,1.74,4.08,Nancy Lomonaco,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53,12/26/2010
2332,16804,3/10/2012,High,36,218.6,0.05,Express Air,-46.43,5.78,4.96,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1899,Small Box,0.36,3/11/2012
2367,17152,3/12/2012,High,32,236.45,0.06,Regular Air,-259.02,6.98,9.69,Dave Hallsten,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Eldon Shelf Savers Cubes and Bins,Small Box,0.83,3/13/2012
2373,17187,9/23/2012,High,4,2951.97,0.09,Delivery Truck,-1890.33,810.98,16.06,Bill Stewart,Ontario,Ontario,Corporate,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,0.56,9/25/2012
2388,17312,5/20/2011,Not Specified,37,258.54,0.05,Regular Air,-116.37,6.68,7.3,Nancy Lomonaco,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1959,Small Box,0.37,5/21/2011
2396,17377,10/28/2011,Low,39,110.38,0.05,Regular Air,-4.86,2.78,1.2,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.58,10/30/2011
2427,17634,7/21/2012,High,5,489.07,0.08,Delivery Truck,-197.88,89.99,42.0,Alan Hwang,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,7/21/2012
2433,17668,11/25/2009,Medium,13,2219.7325,0.04,Express Air,-69.78,205.99,5.0,Erin Creighton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Phone 918,Small Box,0.59,11/26/2009
2443,17735,7/12/2012,Low,45,311.65,0.03,Regular Air,-71.25,6.81,5.48,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,7/17/2012
2476,17986,4/5/2012,Not Specified,43,87.31,0.05,Regular Air,-15.09,2.08,1.49,George Ashbrook,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.36,4/7/2012
2496,18178,11/2/2009,Low,43,235.09,0.08,Regular Air,-1987.49,4.48,49.0,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Large Box,0.6,11/2/2009
2502,18182,4/10/2011,Medium,45,2673.08,0.01,Regular Air,-1363.12,55.5,52.2,Anna Haberlin,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Medium Box,0.72,4/11/2011
2503,18182,4/10/2011,Medium,12,396.69,0.09,Express Air,-18.45,33.29,8.74,Anna Haberlin,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,4/12/2011
2539,18405,1/7/2009,Medium,2,158.04,0.03,Regular Air,-263.09,73.98,14.52,George Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,1/10/2009
2565,18531,10/29/2012,Critical,50,1298.81,0.04,Delivery Truck,-250.55,25.98,14.36,Jeremy Ellison,Ontario,Ontario,Small Business,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,10/31/2012
2568,18533,11/6/2009,Not Specified,27,442.57,0.01,Regular Air,-60.73,15.31,8.78,Larry Hughes,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Small Box,0.57,11/7/2009
2569,18533,11/6/2009,Not Specified,5,53.737,0.05,Express Air,-28.44,7.99,5.03,Larry Hughes,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,11/8/2009
2584,18661,9/8/2012,Low,12,1207.08,0.05,Delivery Truck,-351.3,95.98,58.2,Erin Creighton,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum,0.58,9/12/2012
2585,18661,9/8/2012,Low,11,2618.112,0.04,Delivery Truck,-139.27,286.85,61.76,Erin Creighton,Ontario,Ontario,Corporate,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,9/10/2012
2591,18723,8/12/2009,Medium,1,52.0965,0.0,Regular Air,-232.8,55.99,2.5,Jonathan Howell,Ontario,Ontario,Consumer,Technology,Telephones and Communication,Accessory28,Small Pack,0.83,8/14/2009
2653,19204,9/18/2009,Medium,27,233.92,0.1,Regular Air,-80.75,8.75,8.54,Linda Cazamias,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon® 400 Class Desk Accessories, Black Carbon",Small Pack,0.43,9/19/2009
2681,19394,12/25/2012,Medium,5,539.206,0.05,Regular Air,-452.39,125.99,8.8,Darren Powers,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,12/28/2012
2724,19653,9/11/2012,Not Specified,34,125.46,0.07,Regular Air,-129.63,3.58,5.47,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,9/11/2012
2731,19716,9/29/2009,Low,5,616.1055,0.03,Regular Air,-458.74,140.99,4.2,Nat Carroll,Ontario,Ontario,Home Office,Technology,Telephones and Communication,7160,Small Box,0.59,10/6/2009
2742,19782,10/18/2012,Low,18,33.21,0.06,Regular Air,-0.85,1.81,0.75,Erin Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,10/22/2012
2792,20134,3/12/2011,Low,26,583.56,0.02,Regular Air,-94.59,20.97,6.5,James Lanier,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,3/16/2011
2793,20134,3/12/2011,Low,47,281.47,0.1,Regular Air,-190.57,6.48,7.37,James Lanier,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 210,Small Box,0.37,3/19/2011
2806,20259,5/24/2011,Critical,42,539.06,0.05,Regular Air,-123.07,12.88,4.59,Anna Haberlin,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,5/25/2011
2870,20709,8/11/2009,High,4,16.6,0.1,Regular Air,-2.06,4.13,0.99,Gary Mitchum,Ontario,Ontario,Consumer,Office Supplies,Labels,Avery 491,Small Box,0.39,8/11/2009
2913,21025,9/11/2010,Not Specified,38,553.02,0.1,Regular Air,-49.38,15.98,6.5,George Ashbrook,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.48,9/13/2010
2914,21028,6/7/2012,Critical,38,437.86,0.04,Regular Air,-4.17,11.58,6.97,Gary Mitchum,Ontario,Ontario,Consumer,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,6/9/2012
2955,21382,1/12/2012,Critical,27,145.93,0.0,Regular Air,-113.32,4.98,7.44,Andy Reiter,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,1/15/2012
3037,21824,2/7/2011,Low,37,3351.55,0.04,Express Air,-1036.92,90.98,56.2,Dave Hallsten,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,2/14/2011
3115,22373,3/28/2012,High,26,233.03,0.05,Express Air,-86.34,8.74,8.29,Candace McMahon,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,3/29/2012
3125,22434,8/29/2012,Critical,3,18.7,0.1,Regular Air,-14.69,4.54,5.83,Allen Golden,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,8/31/2012
3126,22434,8/29/2012,Critical,39,140.74,0.01,Regular Air,-92.29,3.28,3.97,Allen Golden,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,8/31/2012
3181,22849,2/14/2011,Not Specified,27,198.13,0.01,Regular Air,-219.92,6.98,9.69,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Eldon Shelf Savers Cubes and Bins,Small Box,0.83,2/16/2011
3188,22881,4/6/2010,Medium,33,476.06,0.04,Regular Air,-120.48,14.03,9.37,Melanie Page,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,4/7/2010
3201,22950,12/21/2011,Low,29,1756.11,0.1,Regular Air,-888.07,64.65,35.0,Mike Caudle,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,12/28/2011
3207,23008,10/9/2009,Critical,2,325.81,0.02,Express Air,-522.78,152.48,6.5,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.74,10/11/2009
3234,23202,7/30/2011,High,48,608.29,0.02,Regular Air,-39.27,11.97,5.81,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,8/1/2011
3277,23426,2/16/2011,Critical,12,29.71,0.09,Regular Air,-23.17,2.52,1.92,Erin Ashbrook,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,Wrap Bag,0.82,2/17/2011
3337,23847,11/9/2012,Not Specified,7,1278.6465,0.01,Regular Air,-396.17,200.99,4.2,Darren Budd,Ontario,Ontario,Home Office,Technology,Telephones and Communication,2160i,Small Box,0.59,11/11/2012
3350,23971,11/21/2009,Critical,5,66.63,0.0,Regular Air,-16.92,11.97,4.98,Cynthia Arntzen,Ontario,Ontario,Home Office,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,11/24/2009
3395,24196,7/30/2010,High,2,13.44,0.08,Regular Air,-8.88,4.28,5.17,Nat Carroll,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1971,Small Box,0.4,7/31/2010
3396,24196,7/30/2010,High,24,1049.49,0.05,Regular Air,-5.41,43.57,16.36,Nat Carroll,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box,0.55,8/1/2010
3398,24197,2/3/2010,Low,2,35.6405,0.05,Regular Air,-110.4,20.99,1.25,David Smith,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory29,Small Pack,0.83,2/10/2010
3435,24519,6/11/2011,Critical,22,127.56,0.03,Regular Air,-60.72,5.34,5.63,Duane Huffman,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Small Box,0.39,6/12/2011
3439,24546,3/26/2012,Critical,7,81.58,0.04,Regular Air,-7.78,10.98,3.37,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,3/27/2012
3445,24579,11/18/2012,High,40,467.5,0.08,Regular Air,-33.34,11.97,4.98,Edward Nazzal,Ontario,Ontario,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,11/20/2012
3473,24710,9/30/2010,Low,3,22.06,0.05,Regular Air,-15.6,4.98,7.44,Jonathan Howell,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1922,Small Box,0.36,10/4/2010
3500,24960,1/27/2011,High,48,1760.35,0.01,Express Air,-17.08,34.98,7.53,Cynthia Arntzen,Ontario,Ontario,Small Business,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.76,1/28/2011
3502,24960,1/27/2011,High,18,125.8,0.03,Regular Air,-35.98,6.48,5.87,Cynthia Arntzen,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 229,Small Box,0.37,1/29/2011
3528,25095,1/25/2011,Low,41,4475.03,0.08,Delivery Truck,-167.83,115.99,56.14,Brian Stugart,Ontario,Ontario,Consumer,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,1/25/2011
3544,25254,9/17/2010,Critical,35,299.68,0.06,Regular Air,-29.36,8.85,5.6,Christine Phan,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,9/19/2010
3583,25542,12/30/2012,Low,37,257.46,0.09,Express Air,-18.66,7.28,4.23,Matt Hagelstein,Ontario,Ontario,Home Office,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Wrap Bag,0.39,12/30/2012
3584,25569,7/9/2012,High,27,311.21,0.09,Regular Air,-14.03,12.28,6.47,Frank Carlisle,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1881,Small Box,0.38,7/11/2012
3624,25863,4/22/2011,Not Specified,18,340.6885,0.0,Express Air,-10.85,20.99,4.81,George Bell,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,4/24/2011
3626,25895,4/17/2012,Medium,37,709.91,0.09,Regular Air,-93.43,19.35,12.79,Candace McMahon,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Durable Plastic Covers,Small Box,0.39,4/20/2012
3642,26050,6/16/2011,High,44,365.24,0.09,Regular Air,-163.13,8.74,8.29,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,6/17/2011
3651,26145,7/4/2011,Low,18,99.36,0.0,Regular Air,-51.2,4.91,5.68,George Bell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,7/8/2011
3652,26145,7/4/2011,Low,49,510.15,0.04,Regular Air,-362.11,9.98,12.52,George Bell,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon® Expressions Wood and Plastic Desk Accessories, Oak",Small Box,0.57,7/4/2011
3671,26279,7/30/2009,Not Specified,7,211.7435,0.04,Regular Air,-33.31,35.99,1.25,Edward Nazzal,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory23,Small Pack,0.36,8/1/2009
3694,26406,4/12/2011,Not Specified,40,167.46,0.09,Regular Air,-134.3,4.24,5.41,Edward Becker,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,4/15/2011
3717,26535,3/20/2012,Not Specified,33,141.7,0.02,Regular Air,-103.21,3.98,5.26,Candace McMahon,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,3/22/2012
3795,27047,11/22/2010,High,38,167.41,0.05,Regular Air,-161.57,4.28,6.72,Patrick Bzostek,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1927,Small Box,0.4,11/23/2010
3869,27589,9/15/2011,Medium,36,64.43,0.07,Regular Air,-18.64,1.88,1.49,Darren Budd,Ontario,Ontario,Corporate,Furniture,Tables,Global Adaptabilities Conference Tables,Jumbo Box,0.66,9/16/2011
3875,27681,11/24/2010,Medium,7,37.8,0.06,Regular Air,-18.31,4.98,4.7,Dave Hallsten,Ontario,Ontario,Home Office,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,11/25/2010
3935,28033,9/14/2010,High,18,127.56,0.01,Regular Air,-57.11,6.6,4.07,Dan Lawera,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66,9/17/2010
3969,28324,8/7/2011,High,48,385.99,0.09,Regular Air,-40.72,8.67,3.5,Edward Nazzal,Ontario,Ontario,Small Business,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58,8/9/2011
4035,28805,4/2/2011,Medium,14,97.93,0.07,Regular Air,-616.81,3.48,49.0,Bill Stewart,Ontario,Ontario,Corporate,Office Supplies,Appliances,Hoover® Commercial Lightweight Upright Vacuum,Large Box,0.59,4/4/2011
4036,28805,4/2/2011,Medium,4,25.52,0.07,Regular Air,-1.99,5.98,1.49,Bill Stewart,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,4/4/2011
4037,28805,4/2/2011,Medium,46,487.5,0.05,Regular Air,-25.88,10.23,4.68,Bill Stewart,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,4/4/2011
4052,28897,8/24/2009,Medium,35,146.15,0.02,Regular Air,-180.26,4.06,6.89,Ed Ludwig,Ontario,Ontario,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,8/26/2009
4063,28932,7/21/2010,Low,18,98.94,0.1,Regular Air,-12.59,5.85,2.27,Gary Mitchum,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,7/28/2010
4147,29411,4/6/2012,High,29,67.87,0.07,Regular Air,-112.54,2.22,5.0,Naresj Patel,Ontario,Ontario,Corporate,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55,4/7/2012
4154,29475,2/22/2010,High,49,235.12,0.09,Regular Air,-29.62,4.91,3.05,Gary Zandusky,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Ultra Door Push Plate,Small Pack,0.52,2/24/2010
4155,29475,2/22/2010,High,2,1814.82,0.0,Delivery Truck,-1128.66,880.98,44.55,Gary Zandusky,Ontario,Ontario,Home Office,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,2/25/2010
4168,29537,9/19/2012,Low,30,318.56,0.08,Express Air,-30.97,10.89,4.5,Joni Sundaresam,Ontario,Ontario,Home Office,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,9/28/2012
4256,30308,3/21/2010,Medium,15,30.38,0.08,Regular Air,-59.18,1.8,4.79,George Bell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II Sheet Lifters,Small Box,0.37,3/22/2010
4277,30436,7/7/2012,Low,30,121.19,0.09,Express Air,-152.13,3.89,7.01,Dave Hallsten,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,7/12/2012
4326,30820,4/9/2011,Critical,21,48.01,0.1,Express Air,-6.85,2.21,1.12,Cynthia Arntzen,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.58,4/10/2011
4358,31046,2/7/2011,Critical,35,248.42,0.02,Regular Air,-58.81,6.84,4.42,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Design Stainless Steel Bent Scissors,Small Pack,0.58,2/10/2011
4420,31523,3/8/2012,Low,17,105.85,0.1,Regular Air,-44.86,6.48,2.74,Joni Sundaresam,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71,3/10/2012
4421,31523,3/8/2012,Low,19,179.33,0.0,Regular Air,-58.76,8.74,8.29,Joni Sundaresam,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,3/13/2012
4480,31877,6/29/2009,Medium,34,285.06,0.08,Regular Air,-211.54,8.37,10.16,Duane Huffman,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.59,6/29/2009
4501,32037,2/16/2009,Low,37,311.66,0.04,Regular Air,-63.81,8.6,6.19,Edward Becker,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2/23/2009
4517,32135,11/25/2010,High,16,187.78,0.08,Regular Air,-21.82,11.99,5.99,Magdelene Morse,Ontario,Ontario,Home Office,Technology,Office Machines,TI 30X Scientific Calculator,Medium Box,0.36,11/27/2010
4526,32195,11/25/2009,Medium,7,86.29,0.05,Regular Air,-14.03,11.58,6.97,Michelle Huthwaite,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,11/28/2009
4603,32803,12/16/2011,Medium,49,371.95,0.08,Express Air,-10.33,7.84,4.71,James Lanier,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue Slant-D® Ring Binders by Cardinal,Small Box,0.35,12/17/2011
4604,32803,12/16/2011,Medium,22,96.07,0.06,Regular Air,-4.36,4.48,2.5,James Lanier,Ontario,Ontario,Corporate,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,Small Box,0.37,12/18/2011
4794,34082,10/28/2011,Not Specified,20,38.56,0.07,Regular Air,-10.25,1.88,1.49,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,10/29/2011
4795,34082,10/28/2011,Not Specified,35,764.32,0.02,Regular Air,-34.59,21.38,8.99,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,10/30/2011
4817,34244,9/29/2010,Low,25,205.3,0.0,Express Air,-89.56,7.37,5.53,Duane Huffman,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,10/8/2010
4818,34244,9/29/2010,Low,4,125.7,0.04,Regular Air,-62.77,31.78,1.99,Duane Huffman,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,10/1/2010
4867,34658,11/18/2010,Medium,33,2701.69,0.05,Delivery Truck,-926.33,81.94,55.81,Alan Hwang,Ontario,Ontario,Small Business,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,11/18/2010
4890,34788,11/9/2009,High,4,30.47,0.02,Regular Air,-10.7,5.98,5.15,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 193,Small Box,0.36,11/11/2009
4908,34918,10/23/2009,Medium,25,200.77,0.01,Regular Air,-60.61,7.28,7.98,Amy Cox,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag,0.42,10/25/2009
4931,35079,8/14/2010,High,13,71.57,0.02,Regular Air,-30.69,4.98,4.95,Darren Budd,Ontario,Ontario,Consumer,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,8/16/2010
